N,P,K,temperature,humidity,ph,label,soil_texture
91,60,56,29.160084263173985,72.359007527597,6.270991028783542,ginger,Sandy Loam
95,62,54,28.97176203782013,74.32692300819815,6.12845675656669,ginger,Sandy Loam
93,60,63,22.66536584481002,82.47027928218611,5.893522738404724,ginger,Loam
92,58,62,22.42301239157863,73.56989383171071,6.418416619613672,ginger,Sandy Loam
90,62,58,24.553991003512,82.23338841072632,6.062932635537172,ginger,Loam
93,57,64,20.49980048943118,69.29945341702188,6.518860759800056,ginger,Clay Loam
97,60,60,22.25752303353513,79.01945332860028,6.148094527730412,ginger,Sandy Loam
100,58,61,28.53722774407938,71.03769177441754,6.535245578719644,ginger,Sandy Loam
93,60,63,25.453088039498173,65.36108092208046,6.366708078933457,ginger,Sandy Loam
94,55,55,25.032723582216008,70.40216206503327,6.299250496923903,ginger,Sandy Loam
98,61,61,28.29954984049612,78.35730185841015,6.386980758913972,ginger,Sandy Loam
91,63,64,22.5489099707879,77.78525121242501,5.96317711497567,ginger,Sandy Loam
92,57,54,21.826457015356915,72.1115341683731,5.983858984948065,ginger,Loam
93,59,62,27.2936603450682,79.35844178878334,6.52925525658987,ginger,Sandy Loam
92,59,58,22.465760764913963,73.2183485053224,6.297074932682233,ginger,Sandy Loam
91,63,57,26.24929609947884,81.72711475685827,6.019620038881131,ginger,Loam
97,61,58,26.182989817059173,84.76850632713965,5.992043694357622,ginger,Sandy Loam
99,62,58,20.285612070527208,69.18610170231304,5.969445395420644,ginger,Sandy Loam
97,64,64,29.69987696325625,79.93440834292427,6.471884219002825,ginger,Loam
97,63,64,29.70087720023353,79.62016617480691,6.50822668004607,ginger,Loam
94,59,57,28.30489421000642,77.24968832324271,6.582134087879781,ginger,Loam
95,57,60,25.893678140642823,75.68443279910528,6.518996439955148,ginger,Sandy Loam
99,58,63,27.5004847705028,76.70833367489004,5.937334122381652,ginger,Sandy Loam
96,63,63,29.55389301476249,83.836395351269,5.880199312021329,ginger,Sandy Loam
96,55,60,28.47069406805712,69.72976644712556,6.519134117562122,ginger,Sandy Loam
90,60,61,24.84061060680601,79.08260884652458,6.003185198287654,ginger,Loam
98,59,63,24.552478188964614,76.56549325591807,6.332800677114856,ginger,Sandy Loam
96,60,62,23.456333888870923,67.06496488350183,6.087325965853772,ginger,Sandy Loam
95,62,55,28.4881670714397,77.33881097888356,6.230168814563468,ginger,Sandy Loam
91,56,63,20.13249420091765,72.35476385238407,5.971203959582436,ginger,Sandy Loam
90,61,61,23.44381618255237,71.70543809540035,6.236932872281344,ginger,Sandy Loam
91,64,61,27.77885596582725,78.48823090188029,6.219023598572753,ginger,Loam
91,62,63,21.97062986369808,68.35974155283472,6.319829687782932,ginger,Sandy Loam
98,60,61,28.458987341012364,65.59168221763017,6.253375673184392,ginger,Sandy Loam
98,63,59,26.1562306698021,67.3267314124412,5.880605217584842,ginger,Sandy Loam
96,64,54,22.07334767465671,74.08480300978974,6.412420796633521,ginger,Sandy Loam
99,63,55,29.246082955794005,82.3437490900601,6.117107587989644,ginger,Sandy Loam
99,61,61,22.7805876437272,66.06109471623256,5.924055214662289,ginger,Sandy Loam
94,57,62,24.525691793612943,70.23736051056393,6.113007557884824,ginger,Sandy Loam
99,60,64,20.29854440071516,75.59861779769928,6.028240726912224,ginger,Loam
100,56,60,25.716237720538103,70.78750910417446,5.813221062480009,ginger,Sandy Loam
92,57,61,23.799242309788124,70.73136693371966,6.590216212970805,ginger,Sandy Loam
95,57,55,24.564680003647755,66.15465485859845,5.850013798492457,ginger,Sandy Loam
100,61,58,23.374149738410768,76.84503577744324,5.996782400000097,ginger,Sandy Loam
90,55,64,25.46262956122388,73.68036160047113,6.488463240144359,ginger,Loam
91,54,55,26.792845641917324,75.08375828926029,6.51993072835585,ginger,Sandy Loam
97,64,57,27.28153111176406,83.50451154941882,6.521119583550906,ginger,Sandy Loam
97,56,57,24.57247987788894,78.23711482013917,6.035259153333155,ginger,Sandy Loam
99,58,56,22.541629972918983,67.54554595346741,6.488862878601253,ginger,Sandy Loam
99,61,54,25.43154832618147,83.52587184786798,6.099179078170415,ginger,Loam
98,62,58,24.61108912996353,71.92738420663372,6.289459892491015,ginger,Sandy Loam
99,56,54,26.65312787777152,78.50640315917384,6.396296610271945,ginger,Sandy Loam
99,64,55,25.277830409481112,68.37670784260298,5.803356757347291,ginger,Sandy Loam
90,59,60,22.78620521124712,73.060749342934,6.4352249403520885,ginger,Sandy Loam
100,60,60,24.50074185387858,84.83919242259148,6.33978479567051,ginger,Sandy Loam
96,63,60,23.15475806997365,69.87293383129439,6.015907297276126,ginger,Loam
95,63,60,26.46675072359246,80.05103230817247,6.528477579616196,ginger,Loam
99,54,57,23.492084891260305,67.22173513781135,5.978859296388967,ginger,Sandy Loam
90,63,59,28.41317590311786,80.43003513467713,6.109202812414337,ginger,Sandy Loam
91,64,64,27.0955400384363,73.23971316738962,5.9579319946024745,ginger,Sandy Loam
96,63,60,20.167111104127248,80.37835197750354,6.4883002502016565,ginger,Sandy Loam
92,55,59,27.578971434109743,74.83848258669798,6.339462054355723,ginger,Sandy Loam
94,59,54,27.673743395916013,66.63017666097342,6.135610243396758,ginger,Sandy Loam
94,58,58,25.54867059642178,65.26483754190163,5.910909586183555,ginger,Sandy Loam
91,56,63,23.20086460055745,81.47572231548102,5.867400408014476,ginger,Sandy Loam
97,61,55,28.95278921298893,84.06057606992617,6.512212355194828,ginger,Loam
95,58,59,27.111977311461622,78.56308086846934,6.517205637732181,ginger,Sandy Loam
94,64,57,22.814016142570363,73.01106057915221,6.139853046934989,ginger,Sandy Loam
99,57,54,23.6507114436184,70.8670517582666,6.1789357949012,ginger,Sandy Loam
99,55,62,23.199071013758687,66.47226227495585,5.98102440716619,ginger,Sandy Loam
100,63,61,27.07130761833032,76.90848104086106,6.54830416403958,ginger,Sandy Loam
96,62,59,21.067205557536457,80.00776595073548,5.894433952668356,ginger,Sandy Loam
92,61,55,20.618647880791496,67.68632201885755,6.086251121111657,ginger,Sandy Loam
92,62,57,27.24846425618749,70.30601324647218,6.344921586330061,ginger,Sandy Loam
94,57,54,29.11446762103425,73.37972418271292,6.577846420344023,ginger,Loam
103,53,45,19.277488352357064,67.05956350005289,6.751473507578262,onion,Sandy Loam
104,52,54,15.117392772654435,61.85725797697493,6.697927156307881,onion,Sandy Loam
105,46,47,24.334553212469217,67.70280097569596,6.840700432856357,onion,Loam
102,52,55,24.601214196476867,59.41956261658716,6.043261457411205,onion,Sandy Loam
104,45,49,21.952180801819168,50.09397219923946,6.562422674499384,onion,Sandy Loam
98,51,51,24.22334447602732,59.1174198907714,6.548805196093072,onion,Loam
100,45,46,17.73967661595085,67.52167078324078,6.8106894045338215,onion,Loam
97,51,52,16.11523155195622,58.35966147296924,6.467562994617153,onion,Sandy Loam
100,51,53,16.043595282630243,65.63818299212878,6.118759922052207,onion,Loam
97,54,46,24.84265553919052,58.43203720442716,6.456654605786804,onion,Silty Loam
104,46,53,14.565617472797674,63.22235365788411,6.562176247860246,onion,Sandy Loam
105,55,51,15.1774606601439,55.20266762046758,6.925561430600287,onion,Sandy Loam
98,47,50,22.828252132760305,59.30206644612448,6.381526966190549,onion,Sandy Loam
105,54,53,24.218239093581825,51.2304290495652,6.355163128658455,onion,Sandy Loam
96,53,52,16.034618958609986,52.74123399535989,6.576683577954318,onion,Loam
96,46,48,16.86217853552614,59.70664934255494,6.61184338581709,onion,Sandy Loam
98,49,54,18.70494819032472,65.74772065600071,6.488888040919991,onion,Silty Loam
101,48,54,17.11782275688766,53.28218447587627,6.835590801028488,onion,Sandy Loam
99,50,52,23.14859035657691,53.58977033152736,6.710822363089784,onion,Sandy Loam
105,50,53,15.066205674984817,66.16792557572246,6.022923314354114,onion,Sandy Loam
104,46,48,21.10649372868061,69.29870509209596,6.901858278011111,onion,Loam
99,48,53,23.75157345828008,59.73865542102001,6.7442121295957325,onion,Sandy Loam
96,51,55,23.037208467899617,66.09154773581986,6.272572969520454,onion,Sandy Loam
99,53,45,23.78606476346058,54.430486342920965,6.826557482395581,onion,Sandy Loam
103,51,46,18.86259014998355,63.5936388448453,6.209015699050827,onion,Sandy Loam
105,52,48,15.181797886865898,56.453593321682966,6.532953035779384,onion,Sandy Loam
95,50,45,22.247876526128923,60.45274738180992,6.164135533449635,onion,Loam
103,53,54,15.873008816983791,55.60681328921152,6.193065929177585,onion,Sandy Loam
103,47,53,24.10034840404901,66.47021872435487,6.9764143485041386,onion,Sandy Loam
105,50,55,24.06504404749424,60.675014953119664,6.990716577733433,onion,Sandy Loam
105,53,47,22.573525150296128,56.05995811525172,6.606921298159648,onion,Sandy Loam
97,50,46,17.248694002654418,69.22409982518944,6.672879536051761,onion,Loam
99,54,51,21.16724667002645,59.008287452072494,6.729077907730159,onion,Loam
103,53,47,20.829618911199724,69.68110104127092,6.5846912638107735,onion,Sandy Loam
99,53,45,17.90993504212812,50.88596050093375,6.028126238898097,onion,Sandy Loam
97,51,49,23.505482104534263,60.63664299201327,6.612322727384804,onion,Loam
98,45,47,16.26514756070125,60.76789485727609,6.383224234473284,onion,Sandy Loam
98,55,45,23.59516545849699,57.38039902646822,6.267926054531139,onion,Sandy Loam
102,53,51,13.14612077818574,53.089536145029854,6.1324499601106695,onion,Sandy Loam
96,53,48,13.64840043968731,66.42621004292405,6.567417697834911,onion,Sandy Loam
96,52,53,13.95839998690768,54.11497415945389,6.974998262774922,onion,Sandy Loam
104,53,50,13.603095429625746,65.98196925107823,6.604979565823151,onion,Sandy Loam
97,55,45,19.98219703327992,54.33343500427421,6.510006670443169,onion,Loam
100,50,52,24.174651063242045,68.90338025039713,6.734112708730567,onion,Sandy Loam
105,50,50,22.69401118893412,60.32130488842738,6.488518104172211,onion,Sandy Loam
97,47,49,14.302858495992648,54.45741125077624,6.65750857876467,onion,Sandy Loam
99,49,50,17.25641568728124,56.25448674011192,6.506492357174322,onion,Sandy Loam
105,55,53,21.922307938908407,56.90305137401192,6.683791303459954,onion,Silty Loam
95,45,48,17.3821191591112,62.85312282852232,6.092808971245872,onion,Loam
105,50,54,14.334713993920444,55.65456871240468,6.216908463286536,onion,Sandy Loam
101,49,48,17.002762556366974,67.8114788454647,6.291302319514932,onion,Sandy Loam
103,53,55,17.392577920695256,58.00446971790917,6.637082322584135,onion,Loam
97,48,49,13.94597574233477,63.74990054008208,6.5462642633967,onion,Sandy Loam
96,53,45,21.060846304733392,67.4543717795521,6.343927879306196,onion,Sandy Loam
102,55,48,17.859331807559652,68.32077718450617,6.939643535576825,onion,Sandy Loam
104,47,47,13.797461436623534,65.03509635826589,6.621548891037505,onion,Loam
95,48,47,15.85631622928034,62.34663274116454,6.041655665045295,onion,Loam
98,50,47,17.890578221801995,62.07408891953165,6.7365618418332,onion,Loam
103,53,46,19.580769810127272,61.95037517793899,6.529553839845342,onion,Sandy Loam
104,55,48,18.60573422853744,69.82370710887449,6.900947877380443,onion,Sandy Loam
101,45,51,17.21850651290067,56.1010736186756,6.570813663622465,onion,Sandy Loam
101,46,52,15.989625599971044,57.31505109187967,6.471422701794072,onion,Sandy Loam
99,50,53,17.782936461135435,56.430892214768114,6.520019759204653,onion,Loam
95,52,52,15.735418579238996,58.76988591187964,6.810746721599082,onion,Sandy Loam
102,46,46,23.771242550912657,52.43224167458591,6.573127553499888,onion,Sandy Loam
105,50,47,20.96535253080547,67.00938024625614,6.624975438674326,onion,Sandy Loam
103,55,49,16.214199636737675,58.796315068842205,6.454260337806807,onion,Sandy Loam
95,52,51,20.031318979866143,69.89564697144289,6.993329462490998,onion,Sandy Loam
103,53,48,24.4382686057472,52.77186374522533,6.209505563416727,onion,Loam
101,49,54,18.75708091345491,59.1277718553256,6.309608651068421,onion,Sandy Loam
105,52,53,18.224514345438568,61.0080687222469,6.543068276689479,onion,Sandy Loam
101,52,52,17.908873800337872,61.03884637606609,6.143087402290089,onion,Loam
102,52,49,14.802677223655865,67.93722474019214,6.467186922664203,onion,Sandy Loam
99,45,52,22.559297076863835,61.937236566921975,6.756888196153164,onion,Sandy Loam
98,52,46,19.47896972393924,69.24956130038143,6.324769575671347,onion,Loam
101,47,55,22.218863546502472,55.303322796609095,6.940036819183882,onion,Sandy Loam
102,54,53,22.78532925190161,69.94408736931729,6.704186892807556,onion,Loam
103,45,45,15.581333268203608,52.41393458734853,6.242806707997517,onion,Sandy Loam
104,49,53,20.07515906158764,59.822593371424375,6.9804755295315655,onion,Sandy Loam
102,47,50,23.835177410956074,61.48048432144561,6.115629575750266,onion,Silty Loam
104,51,47,19.36990692349001,53.32384745297876,6.352364002231101,onion,Sandy Loam
97,49,45,21.315464011071896,55.05630820235191,6.615519327474645,onion,Sandy Loam
97,47,49,15.761289164619736,60.99020421055369,6.176239483047112,onion,Sandy Loam
102,48,49,17.52439431100981,54.23833848854947,6.24368135353214,onion,Silty Loam
100,55,49,15.395033009364695,67.61289564328911,6.604359360886494,onion,Sandy Loam
102,55,54,19.70208700232541,50.418821988074654,6.120102503358496,onion,Loam
98,55,50,22.62436915032641,55.13429483777252,6.0862632453210255,onion,Sandy Loam
101,54,55,19.87127859183733,68.10719196935881,6.945205070756168,onion,Sandy Loam
104,53,54,22.511040574543767,59.15157125777971,6.661893833091785,onion,Sandy Loam
96,50,49,19.057037518665283,65.17712373396262,6.815485017109012,onion,Loam
105,48,51,15.126227168962004,50.25152923163217,6.519069281267291,onion,Sandy Loam
96,53,48,22.566048311643208,66.63332785644126,6.699649515331217,onion,Loam
103,47,45,18.49648524523198,60.695224096413874,6.313684968502566,onion,Sandy Loam
104,51,49,14.042985060144536,60.2092052506677,6.977537631813665,onion,Loam
101,49,46,17.955383641528837,64.85732974011984,6.259093189606146,onion,Loam
104,47,54,18.54762412935785,53.37523284381639,6.454359175259259,onion,Sandy Loam
103,45,47,17.356372400616145,65.49550082427719,6.877204629725931,onion,Sandy Loam
102,51,51,18.94774008343252,56.72769023102702,6.7628319763157085,onion,Sandy Loam
101,49,47,22.72673725456345,67.59287521446923,6.171293550438157,onion,Loam
95,51,47,13.08645129471535,63.99628543467523,6.744398531118577,onion,Sandy Loam
89,44,47,14.67822815813846,69.98815970264627,6.693923777839156,radish,Sandy
89,43,50,24.24504156552672,62.82628518228586,6.892501629619486,radish,Sandy Loam
92,47,45,11.237159687736687,62.693933974590976,6.781220418262328,radish,Sandy Loam
94,48,54,21.18499049673552,58.2980743287766,6.079389468567228,radish,Sandy
98,48,53,19.75103445269452,58.21276359318955,6.467760498021595,radish,Sandy Loam
95,40,53,11.91842653125376,65.2105935375664,6.198551546362118,radish,Sandy
98,47,47,18.83722424844425,63.18755008632843,6.550726526821512,radish,Sandy
95,45,50,18.485030864582672,59.73782678417573,6.712270890858684,radish,Sandy Loam
96,43,49,20.59638721144172,55.27600213727188,6.33928998069868,radish,Sandy Loam
99,48,54,19.07035160778576,64.48591437472174,6.765443147513476,radish,Sandy Loam
92,42,45,13.246481725563546,58.92626747387273,6.954181565904608,radish,Sandy
93,49,49,19.05456541153524,63.903813262230685,6.613911483867016,radish,Sandy Loam
98,42,47,17.694747263881638,65.81947643542689,6.570629515722139,radish,Sandy Loam
96,50,54,24.292383252835684,62.695015239241805,6.1153009617580825,radish,Sandy Loam
94,45,46,21.898964926249683,57.50067319619768,6.305243628674973,radish,Sandy
96,49,51,23.607736488971355,56.66082150832827,6.856692773532199,radish,Sandy
92,48,53,24.999371748038385,62.64740131567923,6.6829740131290745,radish,Sandy Loam
93,40,45,24.042874223771,59.73087589887472,6.61453413493589,radish,Sandy Loam
96,48,53,14.59089353079952,69.16166547795197,6.313304995466815,radish,Sandy Loam
93,48,51,16.58157442891748,67.72772534937668,6.061806721716591,radish,Sandy Loam
94,42,53,19.127788210636872,58.050511949824624,6.183788878495541,radish,Sandy Loam
95,45,49,16.51588251380696,61.46649837783784,6.157370681598182,radish,Sandy Loam
97,46,50,19.02555333066445,61.64393111945304,6.533602567057564,radish,Sandy
97,42,50,22.1415178818055,55.00295411293009,6.652172612571522,radish,Sandy Loam
92,45,51,12.08977289443217,69.4380294188375,6.056872664112351,radish,Sandy Loam
94,48,51,21.360699213213486,63.989890525332925,6.807899960873936,radish,Loam
90,42,44,10.491641802155666,65.26467046211576,6.882161769023509,radish,Sandy Loam
98,42,44,22.27982825657456,65.40286927059094,6.50546255398179,radish,Sandy Loam
94,47,49,17.25266516553188,59.74148954986738,6.091444699374574,radish,Sandy Loam
96,43,46,17.077078211181785,64.35586003425955,6.688532368170751,radish,Sandy Loam
99,42,52,19.607817302880783,66.68334369815139,6.048931944374659,radish,Sandy
97,42,52,19.0316268885115,65.18265047403072,6.361882141857335,radish,Sandy Loam
95,41,53,20.1546101732928,55.37766779465201,6.250603510181722,radish,Sandy Loam
97,45,50,18.903900306243635,55.45355448602535,6.388866607595791,radish,Sandy Loam
95,40,47,15.072930818339636,57.511767110175015,6.465960879655201,radish,Sandy
99,47,50,16.22488836126818,55.69203231689289,6.073798037419583,radish,Sandy Loam
96,43,54,13.60638126863388,64.71214497845828,6.739151451483188,radish,Sandy
92,49,50,22.788045468959453,55.32077278990844,6.322187161383164,radish,Sandy Loam
96,47,53,15.215912017488256,57.91027654791315,6.5554327651753646,radish,Sandy Loam
92,42,46,24.500610795323222,67.5634565305622,6.630919965711651,radish,Sandy Loam
90,40,52,20.08116211148481,58.77741481021484,6.67068195672105,radish,Sandy
92,50,49,19.66014249309989,67.01302382290176,6.0757598449894346,radish,Sandy Loam
94,45,45,22.98080692963584,58.60953861253037,6.37470943147983,radish,Sandy Loam
91,49,46,12.16857705554076,55.83821662721651,6.244413967870825,radish,Sandy
93,46,48,16.097119888767974,56.45328747512643,6.621396849174947,radish,Sandy Loam
94,48,53,16.758774552601317,59.88983780183433,6.00551069935018,radish,Sandy
96,47,53,21.261836379066104,64.59312957513629,6.90830598557423,radish,Sandy Loam
93,42,51,10.590505423725926,66.27357298289157,6.63441657387046,radish,Sandy
99,46,45,13.185900762521335,60.66407301520892,6.796090872000839,radish,Sandy Loam
97,48,51,11.20826733846474,59.9622358437748,6.642097060235608,radish,Loam
96,40,48,12.47832828873709,64.97853011505694,6.506572040060654,radish,Sandy Loam
89,50,51,17.795892305154258,63.91529023377765,6.903258297628583,radish,Sandy Loam
92,47,50,22.51075300189944,56.551507166259306,6.8055787395349565,radish,Sandy Loam
99,49,45,15.861155039862004,67.57803349491988,6.468371465041455,radish,Sandy Loam
94,44,48,11.294618154787852,62.763808159901686,6.128835892878909,radish,Sandy Loam
96,44,51,19.326749871591264,57.0162947110955,6.691496938484082,radish,Sandy
93,48,44,13.784199095071742,69.14450196209934,6.0301468097677295,radish,Sandy
93,49,50,24.28309734165863,55.66346727485859,6.094041935805246,radish,Sandy Loam
99,44,47,12.5682671018825,55.307147175212464,6.793416459048721,radish,Sandy
99,50,49,10.559024842105009,66.17606005132265,6.93392323766398,radish,Sandy
96,49,49,18.09848882089163,59.944916066197344,6.181216713431987,radish,Sandy Loam
92,40,44,20.32033645802283,55.68058530692672,6.814677656878096,radish,Sandy Loam
98,47,53,19.91927229467421,69.92889807912765,6.514419162316528,radish,Sandy
97,47,52,12.352970839925105,65.1090204748794,6.724337328493234,radish,Sandy Loam
89,41,47,12.788902545556333,55.63541119005467,6.126042623626481,radish,Sandy Loam
95,44,53,11.06448713853914,66.22735562106129,6.448386554178226,radish,Sandy
90,45,49,20.79835322244589,55.721409527817976,6.472231331443305,radish,Sandy Loam
89,41,50,21.313719124955096,62.8062910608525,6.098624672183812,radish,Sandy
99,44,44,22.56990524192984,63.115547008093735,6.759958454292206,radish,Sandy Loam
91,50,46,24.695014482567,69.87917805898832,6.358420802152707,radish,Sandy Loam
92,49,46,12.811922401112888,62.748131677448846,6.41042669736014,radish,Sandy
91,41,54,16.806201139222054,58.30700614180345,6.321768314422231,radish,Sandy Loam
97,42,52,19.66645503196621,60.16848214976393,6.004948805452017,radish,Sandy
97,43,53,20.054106303707908,56.32705704340016,6.55044796499409,radish,Sandy Loam
98,41,54,13.87060080220649,59.688730326548495,6.670462406647195,radish,Sandy Loam
94,48,47,18.934774966848767,67.53720448090154,6.49807241653631,radish,Sandy
99,46,49,21.24752245306696,55.701091255709,6.495571938049935,radish,Sandy
99,46,50,22.48723273323177,68.95394145641963,6.583684390744219,radish,Sandy Loam
99,47,45,10.061703497342178,57.48574375372354,6.147294562421022,radish,Sandy
94,43,49,21.363303873873058,55.723344357883725,6.604777551685182,radish,Sandy Loam
91,43,52,17.73366262592068,61.09737452086711,6.054880685151586,radish,Sandy Loam
90,40,53,19.6919730226684,63.73781265380403,6.552027930498595,radish,Sandy Loam
99,49,46,22.76391055016075,57.92243231498946,6.97167638363821,radish,Sandy Loam
99,49,48,22.354518259238223,66.87174022679467,6.311242323341958,radish,Sandy Loam
97,48,53,14.242900461809253,55.51739747522701,6.63584597823997,radish,Sandy Loam
98,45,50,17.045320985303707,65.05923869713185,6.143019070619455,radish,Sandy Loam
92,44,46,18.52653984020421,64.60760445596591,6.801636353259125,radish,Sandy
93,42,53,23.7496213346831,63.76370010395202,6.462174029242551,radish,Sandy Loam
95,44,51,23.82273490732516,62.67641978253336,6.317047791156266,radish,Sandy
91,49,44,15.780803481361188,69.43782148176892,6.870761593208039,radish,Sandy Loam
99,41,47,15.19515903847028,56.39919087143609,6.674675856377695,radish,Sandy Loam
91,48,44,23.78527498430873,67.604427692243,6.031949477114556,radish,Sandy
91,40,54,17.90804563517584,57.08407463206782,6.957473623523832,radish,Sandy
98,45,50,11.928227681758887,61.72928111515365,6.426400573019938,radish,Sandy Loam
90,46,50,12.850677002704009,56.07788404150133,6.355873132469936,radish,Sandy
91,47,49,20.648000193751187,66.60614158527925,6.507408403708002,radish,Sandy Loam
89,45,44,13.833094392026595,65.97738884171108,6.3717385609464765,radish,Sandy Loam
97,47,51,11.811502089786472,63.78955611184574,6.3862412567965645,radish,Sandy Loam
98,48,45,24.70098296006332,61.218281556568826,6.856398746839862,radish,Sandy Loam
89,47,46,12.640443350038552,61.92782206416111,6.301231793644311,radish,Sandy
91,43,35,20.41787882572005,72.58226441486393,5.909591917151872,cucumber,Sandy Loam
85,45,43,19.06364883442309,62.0297651704345,6.945956161800381,cucumber,Sandy Loam
95,38,42,27.4466841780862,66.44230819945919,6.3106816341156815,cucumber,Sandy Loam
90,37,37,23.6567588238476,65.71662323683333,5.94876857225029,cucumber,Sandy Loam
90,36,39,28.15913019390192,64.38850827810894,6.153450503088857,cucumber,Sandy
95,44,39,20.46160653820106,60.19433536368743,6.033196801591005,cucumber,Sandy Loam
87,36,41,24.35166293679892,74.23622519232094,7.16594359096228,cucumber,Sandy Loam
88,42,38,28.15404913114085,79.30687343034549,6.734741865236614,cucumber,Sandy Loam
92,44,39,19.10176705608865,72.31659066614198,6.70700968057777,cucumber,Sandy Loam
86,38,40,22.85012363200221,72.89990584731908,6.84755926590474,cucumber,Sandy Loam
88,41,43,23.89139775549449,71.291020082302,6.164929411705196,cucumber,Loam
94,39,44,23.18559516285862,77.62787659749634,7.0531080907975445,cucumber,Sandy Loam
87,43,43,22.78336983301824,65.9595264268938,6.135269475144549,cucumber,Sandy Loam
85,42,42,20.788550814440672,74.31908063856108,5.79065587210369,cucumber,Sandy Loam
93,39,44,21.58368404152815,78.87351081018402,5.784915078065161,cucumber,Sandy Loam
85,36,42,24.665285387731,76.83661356094927,6.813124221027187,cucumber,Sandy
85,39,38,25.2900746147708,74.02065839033544,6.494021549536984,cucumber,Sandy Loam
90,39,40,27.55220300796372,79.12629264107576,7.159510955811854,cucumber,Sandy Loam
86,43,45,26.363085110097607,79.19809591449905,7.027584344587014,cucumber,Sandy Loam
90,41,40,28.88766610041436,79.55089191658368,6.008409561001597,cucumber,Sandy Loam
94,40,41,19.53547238810956,70.14020132851928,6.418219189794558,cucumber,Sandy Loam
91,43,40,28.70257178547212,73.6912044932548,6.569797131442632,cucumber,Sandy
88,35,41,20.5210154133192,70.2072424258453,6.940011725613129,cucumber,Sandy Loam
95,39,36,19.340967815175063,77.08156271861031,6.598767222169668,cucumber,Sandy Loam
86,39,43,25.10510867226545,62.40322619154969,6.210388041130873,cucumber,Sandy
85,43,36,23.73859695960486,60.828499455275406,7.160872674460001,cucumber,Sandy Loam
92,38,41,27.44327972410172,70.97247972208218,6.218476967993175,cucumber,Sandy Loam
94,45,41,26.15552736191313,68.61416257029752,5.735732650711076,cucumber,Sandy
92,41,45,22.95344943458553,64.16199849962649,6.381291251663647,cucumber,Sandy Loam
90,36,39,28.78681034127726,73.00987352468856,6.604489978727582,cucumber,Sandy
94,39,45,28.024967932541763,60.97076054036327,5.977647449696768,cucumber,Sandy Loam
95,45,37,26.51013717777559,61.718445488969934,6.681509430783033,cucumber,Sandy Loam
95,40,37,21.36987308163171,74.84491606824432,6.9896436919770215,cucumber,Sandy Loam
87,41,39,21.99275881817837,66.82855309112145,6.009402198271392,cucumber,Sandy Loam
94,39,39,23.983859311917257,62.099618430281225,6.917351607551248,cucumber,Sandy
91,45,37,19.84165683852985,68.98586217640728,6.036860595079805,cucumber,Sandy Loam
88,44,35,23.654758958175407,67.6038331328163,6.665205006699829,cucumber,Sandy Loam
87,41,40,25.97345230756624,73.44204958279872,6.376595100801385,cucumber,Sandy Loam
92,43,38,22.557213564494155,64.64925363661592,5.791022386010562,cucumber,Sandy Loam
86,44,44,27.806970553710965,70.25449089748923,6.748401748257607,cucumber,Sandy Loam
92,43,39,20.951047790017697,67.51938823700118,5.707682965507806,cucumber,Sandy Loam
88,40,42,21.7260493333865,70.76826684465988,6.486327578105467,cucumber,Sandy Loam
95,38,44,20.46157048946286,76.85839670195813,6.700790203979938,cucumber,Sandy Loam
89,42,38,27.78653334223734,65.40519570432325,6.83650149068851,cucumber,Sandy Loam
90,38,42,23.0355388372578,64.57554685897131,5.808632915754199,cucumber,Sandy Loam
86,40,40,26.659766034531728,66.19332097693372,6.422636197485474,cucumber,Sandy Loam
90,36,43,24.76114198186185,75.01770399013252,6.614688044862082,cucumber,Sandy Loam
89,38,42,22.848039589232663,71.71683735359288,6.343300711739497,cucumber,Sandy Loam
91,36,43,25.172834485869984,74.17782194112134,6.471972729714563,cucumber,Sandy Loam
89,43,44,20.689969224552897,67.89674132653931,6.930323027131306,cucumber,Sandy Loam
86,42,44,20.43951093156949,77.21663158738599,6.257631621711935,cucumber,Sandy
91,38,38,25.39523943510724,75.64004779134135,6.542624714615608,cucumber,Sandy Loam
93,43,40,24.440578264942204,70.92805041689965,5.847325612840288,cucumber,Sandy Loam
89,38,35,24.87061880402184,72.92225657876499,6.999481675427829,cucumber,Sandy Loam
92,40,37,19.360222633971816,62.01506564417129,5.919441355984072,cucumber,Sandy
89,35,45,24.615531366386595,76.81198583251775,7.014621934145196,cucumber,Sandy Loam
91,41,36,20.15252984493633,78.50908397747564,5.910497158664181,cucumber,Sandy Loam
87,41,37,20.6585431982357,74.92393570677102,6.070703603352616,cucumber,Sandy Loam
93,37,40,23.05829793481273,76.31235106724219,6.931941031249759,cucumber,Sandy Loam
95,43,38,19.530910893594136,63.57454806962808,7.123052039779733,cucumber,Sandy Loam
90,35,43,20.98436249527461,61.158790406709045,6.501160417621479,cucumber,Sandy Loam
90,39,44,22.22592638251677,71.62212903745717,7.10439933743478,cucumber,Sandy Loam
90,42,45,19.530999128733644,60.180280369541066,6.494681280165403,cucumber,Sandy Loam
95,42,39,25.543200078249345,67.06416889167305,5.95543963073188,cucumber,Sandy Loam
94,41,42,25.17836928723644,61.947790042343,6.479113814996297,cucumber,Sandy Loam
88,42,42,20.02497810915379,78.44151746984548,6.195610070532306,cucumber,Sandy Loam
91,41,37,25.26435937831928,65.72525850163959,6.8285816012324085,cucumber,Sandy Loam
95,35,42,20.16797182592856,66.40364921705061,6.169481128052876,cucumber,Sandy Loam
